Node Number	Total Deformation (m)
1117	0.14224
1118	0.14224
1119	0.14224
1120	0.14224
1121	0.14224
1122	0.14224
1123	0.14224
1124	0.14224
1125	0.14224
1126	0.14224
1127	0.14224
1128	0.14224
1129	0.14224
1130	0.14224
1131	0.14224
1132	0.14224
1133	0.14224
1134	0.14224
1135	0.14224
1136	0.14224
1137	0.14224
1138	0.14224
1139	0.14224
1140	0.14224
1141	0.14224
1142	0.14224
1143	0.14224
1144	0.14224
1145	0.14224
1146	0.14224
1147	0.14224
1148	0.14224
1149	0.14224
1150	0.14224
1151	0.14224
1152	0.14224
1153	0.14224
1154	0.14224
1155	0.14224
1156	0.14224
1157	0.14224
1158	0.14224
1159	0.14224
1160	0.14224
1161	0.14224
1162	0.14224
1163	0.14224
1164	0.14224
1165	0.14224
1166	0.14224
1167	0.14224
1168	0.14224
1169	0.14224
1170	0.14224
1171	0.14224
1172	0.14224
1173	0.14224
1174	0.14224
1175	0.14224
1176	0.14224
1177	0.14224
1178	0.14224
1179	0.14224
1180	0.14224
1181	0.14224
1182	0.14224
1183	0.14224
1184	0.14224
1185	0.14224
1186	0.14224
1187	0.14224
1188	0.14224
1189	0.14224
1190	0.14224
1191	0.14224
1192	0.14224
1193	0.14224
1194	0.14224
1195	0.14224
1196	0.14224
1197	0.14224
1198	0.14224
1199	0.14224
1200	0.14224
1201	0.14224
1202	0.14224
1203	0.14224
1204	0.14224
1205	0.14224
1206	0.14224
1207	0.14224
1208	0.14224
1209	0.14224
1210	0.14224
1211	0.14224
1212	0.14224
1213	0.14224
1214	0.14224
1215	0.14224
1216	0.14224
1217	0.14224
1218	0.14224
1219	0.14224
1220	0.14224
1221	0.14224
1222	0.14224
1223	0.14224
1224	0.14224
1225	0.14224
1226	0.14224
1227	0.14224
1228	0.14224
1229	0.14224
1230	0.14224
1231	0.14224
1232	0.14224
1233	0.14224
1234	0.14224
1235	0.14224
1236	0.14224
1237	0.14224
1238	0.14224
1239	0.14224
1240	0.14224
1241	0.14224
1242	0.14224
1243	0.14224
1244	0.14224
1245	0.14224
1246	0.14224
1247	0.14224
1248	0.14224
1249	0.14224
1250	0.14224
1251	0.14224
1252	0.14224
1253	0.14224
1254	0.14224
1255	0.14224
1256	0.14224
1257	0.14224
1258	0.14224
1259	0.14224
1260	0.14224
1261	0.14224
1262	0.14224
1263	0.14224
1264	0.14224
1265	0.14224
1266	0.14224
1267	0.14224
1268	0.14224
1269	0.14224
1270	0.14224
1271	0.14224
1272	0.14224
1273	0.14224
1274	0.14224
1275	0.14224
1276	0.14224
1277	0.14224
1278	0.14224
1279	0.14224
1280	0.14224
1281	0.14224
1282	0.14224
1283	0.14224
1284	0.14224
1285	0.14224
1286	0.14224
1287	0.14224
1288	0.14224
1289	0.14224
1290	0.14224
1291	0.14224
1292	0.14224
1293	0.14224
1294	0.14224
1295	0.14224
1296	0.14224
1297	0.14224
1298	0.14224
1299	0.14224
1300	0.14224
1301	0.14224
1302	0.14224
1303	0.14224
1304	0.14224
1305	0.14224
1306	0.14224
1307	0.14224
1308	0.14224
1309	0.14224
1310	0.14224
1311	0.14224
1312	0.14224
1313	0.14224
1314	0.14224
1315	0.14224
1316	0.14224
1317	0.14224
1318	0.14224
1319	0.14224
1320	0.14224
1321	0.14224
1322	0.14224
1323	0.14224
1324	0.14224
1325	0.14224
1326	0.14224
1327	0.14224
1328	0.14224
1329	0.14224
1330	0.14224
1331	0.14224
1332	0.14224
1333	0.14224
1334	0.14224
1335	0.14224
1336	0.14224
1337	0.14224
1338	0.14224
1339	0.14224
1340	0.14224
1341	0.14224
1342	0.14224
1343	0.14224
1344	0.14224
1345	0.14224
1346	0.14224
1347	0.14224
1348	0.14224
1349	0.14224
1350	0.14224
1351	0.14224
1352	0.14224
1353	0.14224
1354	0.14224
1355	0.14224
1356	0.14224
1357	0.14224
1358	0.14224
1359	0.14224
1360	0.14224
1361	0.14224
1362	0.14224
1363	0.14224
1364	0.14224
1365	0.14224
1366	0.14224
1367	0.14224
1368	0.14224
1369	0.14224
1370	0.14224
1371	0.14224
1372	0.14224
1373	0.14224
1374	0.14224
1375	0.14224
1376	0.14224
1377	0.14224
1378	0.14224
1379	0.14224
1380	0.14224
1381	0.14224
1382	0.14224
1383	0.14224
1384	0.14224
1385	0.14224
1386	0.14224
1387	0.14224
1388	0.14224
1389	0.14224
1390	0.14224
1391	0.14224
1392	0.14224
1393	0.14224
1394	0.14224
1395	0.14224
1396	0.14224
1397	0.14224
1398	0.14224
1399	0.14224
1400	0.14224
1401	0.14224
1402	0.14224
1403	0.14224
1404	0.14224
1405	0.14224
1406	0.14224
1407	0.14224
1408	0.14224
1409	0.14224
1410	0.14224
1411	0.14224
1412	0.14224
1413	0.14224
1414	0.14224
1415	0.14224
1416	0.14224
1417	0.14224
1418	0.14224
1419	0.14224
1420	0.14224
1421	0.14224
1422	0.14224
1423	0.14224
1424	0.14224
1425	0.14224
1426	0.14224
1427	0.14224
1428	0.14224
1429	0.14224
1430	0.14224
1431	0.14224
1432	0.14224
1433	0.14224
1434	0.14224
1435	0.14224
1436	0.14224
1437	0.14224
1438	0.14224
1439	0.14224
1440	0.14224
1441	0.14224
1442	0.14224
1443	0.14224
1444	0.14224
1445	0.14224
1446	0.14224
1447	0.14224
1448	0.14224
1449	0.14224
1450	0.14224
1451	0.14224
1452	0.14224
1453	0.14224
1454	0.14224
1455	0.14224
1456	0.14224
1457	0.14224
1458	0.14224
1459	0.14224
1460	0.14224
1461	0.14224
1462	0.14224
1463	0.14224
1464	0.14224
1465	0.14224
1466	0.14224
1467	0.14224
1468	0.14224
1469	0.14224
1470	0.14224
1471	0.14224
1472	0.14224
1473	0.14224
1474	0.14224
1475	0.14224
1476	0.14224
1477	0.14224
1478	0.14224
1479	0.14224
1480	0.14224
1481	0.14224
1482	0.14224
1483	0.14224
1484	0.14224
1485	0.14224
1486	0.14224
1487	0.14224
1488	0.14224
1489	0.14224
1490	0.14224
1491	0.14224
1492	0.14224
1493	0.14224
1494	0.14224
1495	0.14224
1496	0.14224
1497	0.14224
1498	0.14224
1499	0.14224
1500	0.14224
1501	0.14224
1502	0.14224
1503	0.14224
1504	0.14224
1505	0.14224
1506	0.14224
1507	0.14224
1508	0.14224
1509	0.14224
1510	0.14224
1511	0.14224
1512	0.14224
1513	0.14224
1514	0.14224
1515	0.14224
1516	0.14224
1517	0.14224
1518	0.14224
1519	0.14224
1520	0.14224
1521	0.14224
1522	0.14224
1523	0.14224
1524	0.14224
1525	0.14224
1526	0.14224
1527	0.14224
1528	0.14224
1529	0.14224
1530	0.14224
1531	0.14224
1532	0.14224
1533	0.14224
1534	0.14224
1535	0.14224
1536	0.14224
1537	0.14224
1538	0.14224
1539	0.14224
1540	0.14224
1541	0.14224
1542	0.14224
1543	0.14224
1544	0.14224
1545	0.14224
1546	0.14224
1547	0.14224
1548	0.14224
1549	0.14224
1550	0.14224
1551	0.14224
1552	0.14224
1553	0.14224
1554	0.14224
1555	0.14224
1556	0.14224
1557	0.14224
1558	0.14224
1559	0.14224
1560	0.14224
1561	0.14224
1562	0.14224
1563	0.14224
1564	0.14224
1565	0.14224
1566	0.14224
1567	0.14224
1568	0.14224
1569	0.14224
1570	0.14224
1571	0.14224
1572	0.14224
1573	0.14224
1574	0.14224
1575	0.14224
1576	0.14224
1577	0.14224
1578	0.14224
1579	0.14224
1580	0.14224
1581	0.14224
1582	0.14224
1583	0.14224
1584	0.14224
1585	0.14224
1586	0.14224
1587	0.14224
1588	0.14224
1589	0.14224
1590	0.14224
1591	0.14224
1592	0.14224
1593	0.14224
1594	0.14224
1595	0.14224
1596	0.14224
1597	0.14224
1598	0.14224
1599	0.14224
1600	0.14224
1601	0.14224
1602	0.14224
1603	0.14224
1604	0.14224
1605	0.14224
1606	0.14224
1607	0.14224
1608	0.14224
1609	0.14224
1610	0.14224
1611	0.14224
1612	0.14224
1613	0.14224
1614	0.14224
1615	0.14224
1616	0.14224
1617	0.14224
1618	0.14224
1619	0.14224
1620	0.14224
1621	0.14224
1622	0.14224
1623	0.14224
1624	0.14224
1625	0.14224
1626	0.14224
1627	0.14224
1628	0.14224
1629	0.14224
1630	0.14224
1631	0.14224
1632	0.14224
1633	0.14224
1634	0.14224
1635	0.14224
1636	0.14224
1637	0.14224
1638	0.14224
1639	0.14224
1640	0.14224
1641	0.14224
1642	0.14224
1643	0.14224
1644	0.14224
1645	0.14224
1646	0.14224
1647	0.14224
1648	0.14224
1649	0.14224
1650	0.14224
1651	0.14224
1652	0.14224
1653	0.14224
1654	0.14224
1655	0.14224
1656	0.14224
1657	0.14224
1658	0.14224
1659	0.14224
1660	0.14224
1661	0.14224
1662	0.14224
1663	0.14224
1664	0.14224
1665	0.14224
1666	0.14224
1667	0.14224
1668	0.14224
1669	0.14224
1670	0.14224
1671	0.14224
1672	0.14224
1673	0.14224
1674	0.14224
1675	0.14224
1676	0.14224
1677	0.14224
1678	0.14224
1679	0.14224
1680	0.14224
1681	0.14224
1682	0.14224
1683	0.14224
1684	0.14224
1685	0.14224
1686	0.14224
1687	0.14224
1688	0.14224
1689	0.14224
1690	0.14224
1691	0.14224
1692	0.14224
1693	0.14224
1694	0.14224
1695	0.14224
1696	0.14224
1697	0.14224
1698	0.14224
1699	0.14224
1700	0.14224
1701	0.14224
1702	0.14224
1703	0.14224
1704	0.14224
1705	0.14224
1706	0.14224
1707	0.14224
1708	0.14224
1709	0.14224
1710	0.14224
1711	0.14224
1712	0.14224
1713	0.14224
1714	0.14224
1715	0.14224
1716	0.14224
1717	0.14224
1718	0.14224
1719	0.14224
1720	0.14224
1721	0.14224
1722	0.14224
1723	0.14224
1724	0.14224
1725	0.14224
1726	0.14224
1727	0.14224
1728	0.14224
1729	0.14224
1730	0.14224
1731	0.14224
1732	0.14224
1733	0.14224
1734	0.14224
1735	0.14224
1736	0.14224
1737	0.14224
1738	0.14224
1739	0.14224
1740	0.14224
1741	0.14224
1742	0.14224
1743	0.14224
1744	0.14224
1745	0.14224
1746	0.14224
1747	0.14224
1748	0.14224
1749	0.14224
1750	0.14224
1751	0.14224
1752	0.14224
1753	0.14224
1754	0.14224
1755	0.14224
1756	0.14224
1757	0.14224
1758	0.14224
1759	0.14224
1760	0.14224
1761	0.14224
1762	0.14224
1763	0.14224
1764	0.14224
1765	0.14224
1766	0.14224
1767	0.14224
1768	0.14224
1769	0.14224
1770	0.14224
1771	0.14224
1772	0.14224
1773	0.14224
1774	0.14224
1775	0.14224
1776	0.14224
1777	0.14224
1778	0.14224
1779	0.14224
1780	0.14224
1781	0.14224
1782	0.14224
1783	0.14224
1784	0.14224
1785	0.14224
1786	0.14224
1787	0.14224
1788	0.14224
1789	0.14224
1790	0.14224
1791	0.14224
1792	0.14224
1793	0.14224
1794	0.14224
1795	0.14224
1796	0.14224
1797	0.14224
1798	0.14224
1799	0.14224
1800	0.14224
1801	0.14224
1802	0.14224
1803	0.14224
1804	0.14224
1805	0.14224
1806	0.14224
1807	0.14224
1808	0.14224
1809	0.14224
1810	0.14224
1811	0.14224
1812	0.14224
1813	0.14224
1814	0.14224
1815	0.14224
1816	0.14224
1817	0.14224
1818	0.14224
1819	0.14224
1820	0.14224
1821	0.14224
1822	0.14224
1823	0.14224
1824	0.14224
1825	0.14224
1826	0.14224
1827	0.14224
1828	0.14224
1829	0.14224
1830	0.14224
1831	0.14224
1832	0.14224
1833	0.14224
1834	0.14224
1835	0.14224
1836	0.14224
1837	0.14224
1838	0.14224
1839	0.14224
1840	0.14224
1841	0.14224
1842	0.14224
1843	0.14224
1844	0.14224
1845	0.14224
1846	0.14224
1847	0.14224
1848	0.14224
1849	0.14224
1850	0.14224
1851	0.14224
1852	0.14224
1853	0.14224
1854	0.14224
1855	0.14224
1856	0.14224
1857	0.14224
1858	0.14224
1859	0.14224
1860	0.14224
1861	0.14224
1862	0.14224
1863	0.14224
1864	0.14224
1865	0.14224
1866	0.14224
1867	0.14224
1868	0.14224
1869	0.14224
1870	0.14224
1871	0.14224
